CityName, Population, Latitude, Longitude
Clearwater River Dene Band 223,5,56.056205,-108.712628
Grandmother's Bay 219,344,55.62225,-104.584719
Lac La Hache 220,1279,58.134563,-103.063707
Clearwater River Dene 222,831,56.54045,-109.462857
Little Hills 158,0,55.036938,-105.444947
Little Hills 158B,0,55.022485,-105.417699
Kimosom Pwatinahk 203,875,54.905149,-103.348739
Kinoosao-Thomas Clark 204,,57.081121,-102.022957
Amiskosakahikan 210,20,54.433864,-102.151338
Wepuskow Sahgaiechan 165D,0,54.852424,-108.252695
Cypress County,7524,50.207397,-110.270105
Medicine Hat,63271,50.045649,-110.702119
Forty Mile County No. 8,3471,49.459381,-111.1666
Foremost,630,49.477353,-111.448304
Bow Island,2036,49.870069,-111.378276
Redcliff,5581,50.072698,-110.781123
Warner County No. 5,4290,49.129957,-111.664322
Coutts,224,49.003181,-111.962777
Milk River,824,49.154832,-112.085545
Warner,364,49.282552,-112.208419
Raymond,4199,49.462323,-112.667117
Stirling,1164,49.501257,-112.527924
Lethbridge County,10120,49.829562,-112.567164
Lethbridge,98406,49.686829,-112.84474
Coalhurst,2869,49.7439,-112.926672
Nobleford,1438,49.884699,-113.055646
Barons,313,49.998477,-113.081512
Picture Butte,1930,49.874235,-112.780697
Coaldale,8771,49.723859,-112.626602
Taber,7447,49.93884,-112.051298
Taber,8862,49.797374,-112.155438
Barnwell,978,49.759431,-112.263257
Vauxhall,1286,50.068696,-112.10877
Newell County,7465,50.62603,-112.182281
Brooks,14924,50.569449,-111.89222
Duchess,1053,50.732152,-111.906243
Rosemary,370,50.755731,-112.088825
Bassano,1216,50.788835,-112.467512
Cardston County,4856,49.191654,-113.109973
Magrath,2481,49.415711,-112.866911
Improvement District No. 4 Waterton,158,49.098546,-113.947889
Cardston,3724,49.192167,-113.312173
Glenwood,272,49.366272,-113.517717
Hill Spring,168,49.294659,-113.622812
Pincher Creek No. 9,3240,49.457476,-114.083926
Pincher Creek,3622,49.490725,-113.942804
Cowley,216,49.569655,-114.076306
Willow Creek No. 26,6081,50.033798,-113.424693
Fort Macleod,3297,49.720526,-113.398932
Claresholm,3804,50.02115,-113.583487
Stavely,544,50.159007,-113.635246
Nanton,2167,50.347871,-113.774758
Piikani 147,1550,49.578474,-113.659287
Blood 148,4572,49.458925,-113.22162
Blood 148A,0,49.042607,-113.698802
Peigan Timber Limit "B",16,49.725831,-113.968372
Acadia No. 34,494,51.104141,-110.234518
Special Area No. 2,1860,51.285345,-111.848268
Empress,148,50.953883,-110.012931
Hanna,2394,51.642862,-111.92651
Special Area No. 3,1142,51.305599,-110.691963
Oyen,917,51.351292,-110.487437
Youngstown,171,51.528215,-111.20148
Special Area No. 4,1236,51.951,-110.616324
Veteran,214,52.001339,-111.116704
Consort,644,52.010906,-110.777546
Vulcan County,4237,50.432792,-112.958987
Carmangay,269,50.128379,-113.111931
Champion,351,50.239842,-113.147702
Vulcan,1769,50.40117,-113.267834
Lomond,178,50.348904,-112.64302
Milo,136,50.568937,-112.883317
Arrowwood,188,50.738075,-113.15161
Wheatland County,8738,50.936001,-112.91209
Strathmore,14339,51.047705,-113.398503
Hussar,164,51.040111,-112.680563
Standard,353,51.112019,-112.985243
Rockyford,395,51.232431,-113.140513
Drumheller,7909,51.415879,-112.633392
Starland County,1821,51.663459,-112.544488
Delia,152,51.632074,-112.369948
Munson,170,51.560711,-112.737962
Morrin,205,51.660718,-112.765773
Kneehill County,4992,51.424946,-113.141116
Carbon,492,51.48597,-113.153299
Acme,606,51.495989,-113.508863
Linden,704,51.591093,-113.485435
Three Hills,3042,51.701672,-113.265528
Trochu,998,51.827251,-113.230122
Siksika 146,3576,50.768368,-112.904162
Foothills County,23199,50.644771,-114.065301
High River,14324,50.584823,-113.871905
Longview,297,50.531459,-114.233683
Turner Valley,2611,50.672241,-114.270871
Black Diamond,2730,50.683045,-114.231947
Okotoks,30405,50.727099,-113.962615
Rocky View County,41028,51.09755,-114.372107
Calgary,1306784,51.034321,-114.05284
Chestermere,22163,51.034337,-113.823275
Cochrane,32199,51.184894,-114.469024
Airdrie,74100,51.286986,-114.009215
Irricana,1179,51.322391,-113.60488
Beiseker,754,51.381934,-113.537722
Crossfield,3599,51.426955,-114.032437
Mountain View County,12981,51.656643,-113.914362
Carstairs,4898,51.560924,-114.093033
Cremona,437,51.542071,-114.475895
Didsbury,5070,51.657927,-114.136748
Olds,9209,51.791763,-114.116871
Sundre,2672,51.798256,-114.640143
Eden Valley 216,,50.422224,-114.462269
Tsuu T'ina Nation 145,,50.962144,-114.358852
Provost No. 52,2071,52.407146,-110.631431
Provost,1900,52.35349,-110.258127
Czar,248,52.453806,-110.824533
Hughenden,213,52.511025,-110.968167
Amisk,219,52.564363,-111.058159
Paintearth County No. 18,1990,52.215719,-111.731038
Coronation,868,52.092569,-111.445397
Castor,803,52.219094,-111.906561
Halkirk,92,52.283791,-112.153073
Stettler County No. 6,5666,52.223528,-112.590314
Big Valley,331,52.033172,-112.753493
Stettler,5695,52.323831,-112.72362
White Sands,174,52.469647,-112.812599
Rochon Sands,97,52.462255,-112.886368
Donalda,226,52.584018,-112.576921
Flagstaff County,3694,52.565706,-111.720747
Alliance,166,52.436072,-111.785984
Forestburg,807,52.58041,-112.070857
Heisler,135,52.670114,-112.225366
Daysland,789,52.867141,-112.264446
Killam,918,52.792873,-111.854427
Sedgewick,761,52.777574,-111.693798
Lougheed,225,52.747296,-111.541017
Hardisty,548,52.669441,-111.313081
Wainwright No. 61,4276,52.79934,-110.681528
Chauvin,304,52.694016,-110.143367
Edgerton,385,52.758004,-110.453324
Wainwright,6606,52.83996,-110.849766
Irma,477,52.912919,-111.229094
Red Deer County,19933,52.101884,-114.169385
Elnora,288,51.996517,-113.20112
Delburne,919,52.194917,-113.229277
Jarvis Bay,213,52.339281,-114.076652
Bowden,1280,51.930393,-114.031008
Innisfail,7985,52.029697,-113.954178
Penhold,3484,52.141863,-113.865109
Red Deer,100844,52.282319,-113.798469
Sylvan Lake,15995,52.302095,-114.111169
Norglenwold,306,52.322702,-114.12026
Lacombe County,10283,52.447594,-113.304152
Birchcliff,211,52.359673,-114.111975
Eckville,1014,52.362009,-114.369191
Half Moon Bay,65,52.345895,-114.171581
Bentley,1042,52.465604,-114.048401
Sunbreaker Cove,131,52.38784,-114.191794
Gull Lake,226,52.465436,-113.931334
Blackfalds,10470,52.38686,-113.80395
Lacombe,13396,52.471759,-113.727933
Clive,775,52.478274,-113.444873
Alix,774,52.396854,-113.188655
Ponoka County,9998,52.712498,-113.933963
Ponoka,7331,52.67428,-113.595014
Parkland Beach,168,52.605371,-114.063
Rimbey,2470,52.63767,-114.234086
Samson 137,3252,52.777806,-113.377978
Samson 137A,19,52.756902,-113.438387
Montana 139,598,52.73072,-113.450611
Clearwater County,11865,52.306572,-115.80092
Burnstick Lake,21,51.989407,-114.891978
Caroline,470,52.095803,-114.739962
Rocky Mountain House,6765,52.373606,-114.91423
O'Chiese 203,804,52.809456,-115.320382
Sunchild 202,644,52.678314,-115.318367
Big Horn 144A,,52.382313,-116.254289
Camrose County,8504,52.910571,-112.756549
Bashaw,848,52.586386,-112.968899
Rosalind,162,52.787217,-112.438816
Edberg,126,52.78571,-112.787109
Bawlf,412,52.918498,-112.466986
Camrose,18772,53.007365,-112.831516
Bittern Lake,216,53.005093,-113.054189
Hay Lakes,456,53.196782,-113.05497
Beaver County,5868,53.213605,-112.15889
Tofield,2045,53.372543,-112.660939
Ryley,484,53.290428,-112.425924
Holden,338,53.230727,-112.232635
Viking,986,53.096157,-111.777858
Minburn County No. 27,3014,53.39277,-111.590615
Vegreville,5689,53.498622,-112.06438
Innisfree,187,53.377846,-111.527448
Mannville,765,53.337876,-111.177073
Vermilion River County,7994,53.205127,-110.748742
Paradise Valley,153,53.032174,-110.295396
Lloydminster (Part),19739,53.277916,-110.031924
Kitscoty,852,53.34094,-110.332831
Vermilion,3948,53.354432,-110.851012
Marwayne,543,53.51348,-110.331726
Two Hills County No. 21,3412,53.70839,-111.562589
Myrnam,257,53.661969,-111.2252
Two Hills,1416,53.711398,-111.742724
Lamont County,3754,53.764038,-112.509593
Andrew,366,53.878821,-112.335463
Mundare,689,53.5872,-112.345599
Chipman,246,53.684023,-112.643675
Lamont,1744,53.76097,-112.774131
Bruderheim,1329,53.800101,-112.932676
Improvement District No. 13 Elk Island,0,53.619239,-112.839865
Makaoo (Part) 120,141,53.683893,-110.012619
Wetaskiwin County No. 10,11212,53.003466,-113.547502
Wetaskiwin,12594,52.971926,-113.37671
Argentia Beach,39,53.052902,-114.031575
Grandview,143,52.989286,-114.059671
Poplar Bay,113,52.997647,-114.094513
Crystal Springs,74,52.976661,-114.040021
Norris Beach,71,52.968093,-114.020209
Ma-Me-O Beach,162,52.978312,-113.955701
Silver Beach,55,53.041442,-113.989248
Millet,1890,53.091303,-113.471172
Leduc County,14416,53.221615,-113.345218
Beaumont,20888,53.355787,-113.42397
Leduc,34094,53.257304,-113.547376
Devon,6545,53.353119,-113.725613
Calmar,2183,53.26373,-113.806837
Sundance Beach,42,53.080696,-114.104494
Thorsby,967,53.227484,-114.04552
Itaska Beach,30,53.071934,-114.0798
Golden Days,248,53.051852,-114.053951
Warburg,676,53.183273,-114.316942
Breton,567,53.112119,-114.47257
Drayton Valley,7291,53.216888,-114.978514
Brazeau County,7179,53.080832,-115.385453
Parkland County,32205,53.501899,-114.825181
Seba Beach,229,53.560839,-114.734324
Betula Beach,27,53.542501,-114.683446
Point Alison,18,53.549915,-114.485083
Lakeview,29,53.56106,-114.460049
Kapasiwin,24,53.54546,-114.446426
Spring Lake,711,53.521669,-114.129939
Stony Plain,17993,53.529566,-113.996475
Spruce Grove,37645,53.546035,-113.904527
Strathcona County,99225,53.569798,-113.094296
Fort Saskatchewan,27088,53.708721,-113.196159
Sturgeon County,20061,53.818128,-113.53335
Edmonton,1010899,53.519556,-113.501966
St. Albert,68232,53.641245,-113.640924
Gibbons,3218,53.821412,-113.327792
Redwater,2115,53.953514,-113.116802
Bon Accord,1461,53.837606,-113.414218
Morinville,10385,53.797457,-113.640722
Legal,1232,53.949677,-113.591487
Ermineskin 138,2256,52.858031,-113.450781
Pigeon Lake 138A,285,52.998131,-113.940112
Louis Bull 138B,1321,52.894401,-113.571701
Enoch Cree Nation,1825,53.475744,-113.750248
Alexander 134,1077,53.819845,-113.952814
Wabamun 133A,981,53.515084,-114.420591
Wabamun 133B,20,53.548458,-114.432715
Cold Lake,15661,54.413324,-110.277939
Bonnyville No. 87,12897,54.36978,-110.64268
Bonnyville,6404,54.267056,-110.74594
Bonnyville Beach,70,54.225346,-110.867347
Glendon,338,54.251932,-111.155785
Pelican Narrows,158,54.253617,-110.886111
St. Paul County No. 19,6306,53.931193,-110.681887
Elk Point,1399,53.900092,-110.901334
St. Paul,5863,53.989859,-111.290485
Horseshoe Bay,81,54.118805,-111.372199
Smoky Lake County,3874,54.213257,-112.303377
Vilna,268,54.116195,-111.91979
Waskatenau,247,54.095468,-112.7826
Smoky Lake,1127,54.114768,-112.473647
Lac la Biche County,7673,55.171933,-111.691924
Improvement District No. 349,15,55.076478,-110.628424
Unipouheos 121,875,53.870121,-110.403253
Puskiakiwenin 122,564,53.967766,-110.462072
Saddle Lake 125,,53.940009,-111.683434
White Fish Lake 128,1093,54.319774,-111.8212
Cold Lake 149,671,54.299682,-110.305285
Kehewin 123,1038,54.107255,-110.847212
Cold Lake 149A,68,54.4586,-110.150334
Cold Lake 149B,181,54.490822,-110.259118
Beaver Lake 131,401,54.690517,-111.869567
Heart Lake 167,211,55.075782,-111.513176
Lac Ste. Anne County,10832,53.853429,-114.708487
Mayerthorpe,1259,53.9485,-115.131458
Nakamun Park,78,53.880702,-114.216235
Val Quentin,158,53.6683,-114.379888
West Cove,222,53.697623,-114.48563
Yellowstone,117,53.734759,-114.381545
Ross Haven,126,53.734302,-114.407874
Castle Island,15,53.708607,-114.34141
Silver Sands,214,53.633247,-114.662638
Sunset Point,257,53.688767,-114.344576
Alberta Beach,864,53.677895,-114.339311
Birch Cove,67,53.955191,-114.36754
Onoway,966,53.703459,-114.191741
South View,72,53.651452,-114.660813
Sandy Beach,278,53.809471,-114.035911
Sunrise Beach,153,53.784507,-114.049318
Barrhead County No. 11,5877,54.15598,-114.498197
Barrhead,4320,54.125144,-114.406091
Westlock County,7186,54.261643,-113.862168
Woodlands County,4558,54.300047,-115.231613
Whitecourt,9927,54.138215,-115.659979
Westlock,4921,54.156259,-113.845792
Clyde,415,54.147769,-113.634945
Larkspur,53,54.433912,-113.767046
Thorhild County,3042,54.238316,-113.02394
Athabasca County,6959,54.789817,-112.940971
Mewatha Beach,103,54.612622,-112.748189
Boyle,825,54.587692,-112.807435
Sunset Beach,55,54.733038,-113.535099
Athabasca,2759,54.717882,-113.281662
Island Lake,174,54.844172,-113.557309
Island Lake South,81,54.826592,-113.539045
Bondiss,124,54.597385,-112.696377
South Baptiste,70,54.723345,-113.545156
West Baptiste,46,54.74864,-113.566855
Whispering Hills,128,54.758794,-113.544376
Alexis 133,770,53.738266,-114.534184
Alexander 134B,5,54.342309,-114.813167
Alexis Whitecourt 232,0,54.221964,-115.830348
Yellowhead County,10426,53.433607,-116.627764
Hinton,9817,53.386395,-117.618694
Edson,8374,53.584278,-116.443357
Improvement District No. 25 Willmore Wilderness,0,53.618963,-118.834667
Crowsnest Pass,5695,49.583086,-114.384969
Kananaskis,156,50.731955,-114.786263
Bighorn No. 8,1598,51.352831,-115.005517
Canmore,15990,51.047187,-115.307179
Ghost Lake,82,51.206582,-114.761535
Waiparous,57,51.284071,-114.841976
Improvement District No. 9 Banff,1004,51.550647,-116.019772
Jasper,4738,52.891063,-118.07826
Banff,8305,51.170025,-115.573624
Improvement District No. 12 Jasper Park,0,52.719362,-117.437393
Ranchland No. 66,110,50.071897,-114.378765
Stoney 142, 143, 144,,51.173109,-114.993678
Stoney 142B,,51.324544,-114.788635
Wood Buffalo,72326,57.345914,-111.69406
Improvement District No. 24 Wood Buffalo,706,59.128567,-112.424177
Fort Mckay 174,621,57.151601,-111.606218
Janvier 194,360,55.933393,-110.724876
Gregoire Lake 176,203,56.399456,-111.157965
Gregoire Lake 176A,129,56.446067,-111.182226
Old Fort 217,0,58.43767,-111.470824
Allison Bay 219,113,58.774931,-111.034073
Dog Head 218,85,58.711138,-111.183581
Thebathi 196,,59.854633,-111.670968
Thabacha N�re 196A,,59.992383,-111.850967
High Prairie,2380,55.43664,-116.49024
Swan Hills,1201,54.71625,-115.396341
Northern Sunrise County,1711,56.141494,-116.885123
Big Lakes County,4986,55.034144,-115.817196
Slave Lake,6836,55.272326,-114.773386
Opportunity No. 17,3382,56.07141,-114.7871
Lesser Slave River No. 124,2861,55.181652,-114.311403
Nampa,367,56.038023,-117.134296
Clear Hills,3006,56.685317,-119.266211
Hines Creek,335,56.247702,-118.606032
Northern Lights County,4152,57.60648,-117.299912
Manning,1126,56.925837,-117.625467
High Level,3922,58.512118,-117.140594
Mackenzie County,12804,58.711109,-117.01186
Rainbow Lake,495,58.501998,-119.398995
Jean Baptiste Gambler 183,210,55.267691,-113.222047
Wabasca 166,158,55.860411,-113.595312
Wabasca 166A,559,55.950152,-113.774088
Wabasca 166B,89,55.958318,-113.958522
Wabasca 166C,179,56.151958,-113.824141
Wabasca 166D,640,55.887995,-113.882539
Utikoomak Lake 155,734,55.931099,-115.626392
Clear Hills 152C,0,56.528602,-118.809681
Kapawe'no First Nation 231,5,55.484027,-115.391345
Utikoomak Lake 155A,145,55.936889,-115.382528
Drift Pile River 150,775,55.375535,-115.781584
Sucker Creek 150A,703,55.446878,-116.134546
Kapawe'no First Nation 150D,5,55.619896,-116.265682
Swan River 150E,400,55.382331,-115.398097
Sawridge 150G,41,55.288945,-114.668573
Sawridge 150H,10,55.30499,-114.886663
Peerless Trout 238,0,56.5486,-114.613031
Fox Lake 162,2488,58.465833,-114.521076
Kapawe'no First Nation 150B,42,55.547354,-116.154188
John D'Or Prairie 215,702,58.527912,-115.164132
Tall Cree 173,282,57.911968,-115.372468
Tall Cree 173A,201,58.055376,-115.577446
Beaver Ranch 163,15,58.439795,-115.74019
Boyer 164,123,58.451796,-116.246305
Child Lake 164A,172,58.471104,-116.554295
Hay Lake 209,957,58.749103,-118.747007
Bushe River 207,492,58.471263,-117.044331
Upper Hay River 212,381,59.061955,-117.756227
Woodland Cree 227,30,56.541895,-116.384917
Little Buffalo,441,56.433167,-116.108847
Carcajou 187,0,57.791296,-117.107867
Desmarais,116,55.9457,-113.799693
Woodland Cree 226,655,56.50173,-116.542244
Woodland Cree 228,161,56.477886,-116.065216
Fort Vermilion 173B,73,58.381886,-115.997879
Loon Lake 235,487,56.524261,-115.357152
Kapawe'no First Nation 229,97,55.552402,-116.134109
Fox Creek,1639,54.404434,-116.799702
Greenview No. 16,8584,54.583825,-118.182337
Valleyview,1673,55.062611,-117.275976
Sturgeon Lake 154,1291,55.01749,-117.571996
Sturgeon Lake 154A,39,55.130288,-117.46794
Grande Prairie County No. 1,23769,55.301461,-119.218025
Hythe,854,55.328972,-119.557223
Beaverlodge,2271,55.209374,-119.423406
Wembley,1432,55.155339,-119.141943
Grande Prairie,64141,55.17026,-118.804741
Sexsmith,2427,55.348599,-118.780779
Peace River,6619,56.233407,-117.314336
Smoky River No. 130,1684,55.650538,-117.196091
McLennan,695,55.706899,-116.900329
Donnelly,338,55.729082,-117.103685
Falher,1001,55.734855,-117.197639
Girouxville,278,55.753614,-117.339533
Birch Hills County,1516,55.76018,-118.046122
Spirit River No. 133,649,55.795945,-118.58257
Rycroft,550,55.75696,-118.713799
Spirit River,849,55.779012,-118.838335
Saddle Hills County,2338,55.854357,-119.356929
Fairview No. 136,1580,56.056197,-118.692917
Fairview,2817,56.071066,-118.38039
Peace No. 135,1581,56.196655,-117.518204
Berwyn,577,56.14693,-117.735004
Grimshaw,2601,56.190303,-117.608684
Horse Lakes 152B,489,55.353335,-119.702355
Duncan's 151A,111,56.102542,-117.860173
Elkford,2749,50.048581,-114.867872
Sparwood,4148,49.727679,-114.841539
Fernie,6320,49.506633,-115.060402
East Kootenay A,1875,49.429616,-114.894342
East Kootenay B,2011,49.23205,-115.219289
Cranbrook,20499,49.532312,-115.763104
Kimberley,8115,49.669907,-115.979953
East Kootenay C,6536,49.706884,-115.360694
East Kootenay E,1686,49.716265,-116.018929
Invermere,3917,50.501068,-116.033549
Radium Hot Springs,1339,50.625873,-116.074886
Canal Flats,802,50.16642,-115.827309
East Kootenay F,3521,50.344011,-116.312999
East Kootenay G,1654,50.761867,-116.192213
Tobacco Plains 2,96,49.051022,-115.094197
Isidore's Ranch 4,0,49.540949,-115.59981
Kootenay 1,145,49.641208,-115.718148
Columbia Lake 3,149,50.415979,-115.907571
Cassimayooks (Mayook) 5,5,49.491408,-115.565463
Shuswap,319,50.543396,-116.013122
St. Mary's,10,49.582736,-115.767369
Creston,5583,49.105336,-116.515964
Central Kootenay A,2241,49.341609,-116.719469
Salmo,1140,49.191513,-117.280137
Central Kootenay B,4802,49.166444,-116.328542
Nelson,11106,49.494181,-117.28955
Central Kootenay C,1475,49.064908,-116.733894
Slocan,379,49.76656,-117.468934
Kaslo,1049,49.911264,-116.909592
Silverton,149,49.953525,-117.361045
New Denver,487,49.99203,-117.375982
Central Kootenay D,1462,50.304174,-117.005558
Central Kootenay E,3897,49.504225,-117.194314
Central Kootenay F,4116,49.540109,-117.292148
Castlegar,8338,49.272769,-117.659543
Central Kootenay G,1650,49.094013,-117.178349
Nakusp,1589,50.249232,-117.810215
Central Kootenay H,5045,49.805051,-117.543582
Central Kootenay I,2607,49.376969,-117.602095
Central Kootenay J,3517,49.423387,-117.971648
Central Kootenay K,1784,50.189769,-117.964389
Creston 1,93,49.056525,-116.531943
Fruitvale,1958,49.11227,-117.550992
Montrose,1013,49.078819,-117.591214
Trail,7920,49.083667,-117.723075
Warfield,1753,49.094164,-117.753055
Rossland,4140,49.137272,-117.864675
Kootenay Boundary A,1624,49.024556,-117.546584
Kootenay Boundary B / Lower Columbia-Old-Glory,1422,49.148063,-117.974642
Grand Forks,4112,49.030474,-118.44654
Midway,651,49.009399,-118.794535
Greenwood,702,49.093725,-118.678045
Kootenay Boundary C / Christina Lake,1627,49.115546,-118.235712
Kootenay Boundary D / Rural Grand Forks,3226,49.422481,-118.541268
Kootenay Boundary E / West Boundary,3004,49.405904,-119.077444
Osoyoos,5556,49.025274,-119.469852
Keremeos,1608,49.2056,-119.826245
Oliver,5094,49.184749,-119.549822
Okanagan-Similkameen A,2139,49.052674,-119.514272
Princeton,2894,49.3367,-120.517734
Okanagan-Similkameen B,1151,49.035413,-119.813087
Okanagan-Similkameen C,3986,49.151974,-119.42006
Summerland,12042,49.58881,-119.693806
Penticton,36885,49.496146,-119.573233
Okanagan-Similkameen D,4016,49.384004,-119.46309
Okanagan-Similkameen I,2307,49.376956,-119.763484
Okanagan-Similkameen E,2015,49.61608,-119.463544
Okanagan-Similkameen F,2092,49.601713,-119.854251
Okanagan-Similkameen G,2298,49.15095,-120.164251
Okanagan-Similkameen H,2232,49.703829,-120.287595
Lower Similkameen 2,76,49.119179,-119.735748
Osoyoos 1,1426,49.138974,-119.483095
Penticton 1,2080,49.487119,-119.643375
Chopaka 7 & 8,86,49.020608,-119.726138
Blind Creek 6,26,49.18189,-119.731581
Chuchuwayha 2,86,49.339148,-120.040159
Alexis 9,10,49.220042,-119.918219
Ashnola 10,58,49.21827,-119.992584
Lulu 5,15,49.403876,-120.229147
Hope,6686,49.366659,-121.468692
Fraser Valley A,495,49.954523,-121.497375
Fraser Valley B,869,49.307159,-121.265176
Chilliwack,93203,49.11152,-122.018219
Harrison Hot Springs,1905,49.297541,-121.782529
Kent,6300,49.25705,-121.843963
Fraser Valley D,2092,49.245669,-121.602917
Fraser Valley H,2459,49.042755,-121.984658
Fraser Valley E,1568,49.086984,-121.613296
Fraser Valley C,1133,49.469559,-121.896881
Abbotsford,153524,49.070876,-122.287171
Mission,41519,49.229624,-122.310224
Fraser Valley F,1384,49.453828,-122.268582
Fraser Valley G,1692,49.166273,-122.12748
Chawathil 4,182,49.375563,-121.539823
Inkahtsaph 6,0,49.998691,-121.511027
Kopchitchin 2,41,49.869587,-121.455104
Ohamil 1,150,49.340404,-121.603944
Puckatholetchin 11,10,49.445906,-121.432629
Saddle Rock 9,0,49.630712,-121.395722
Lukseetsissum 9,52,49.350177,-121.61196
Schkam 2,62,49.396127,-121.453318
Skawahlook 1,10,49.360565,-121.589228
Speyum 3,0,49.936735,-121.479396
Spuzzum 1,55,49.66037,-121.414027
Tuckkwiowhum 1,31,49.837568,-121.434354
Yale Town 1,5,49.562116,-121.423631
Kahmoose 4,5,49.961821,-121.485119
Kwawkwawapilt 6,295,49.163428,-121.980333
Skwah 4,245,49.175585,-121.980848
Skwali 3,0,49.186516,-121.963787
Skway 5,89,49.171435,-121.997284
Soowahlie 14,255,49.081448,-121.957196
Tzeachten 13,3089,49.113509,-121.934721
Yakweakwioose 12,49,49.133764,-121.936558
Seabird Island,800,49.261818,-121.721501
Scowlitz 1,5,49.231433,-121.934336
Tseatah 2,15,49.217976,-121.759322
Aitchelitch 9,45,49.149649,-121.992702
Boston Bar 1A,0,49.829316,-121.428334
Cheam 1,207,49.199243,-121.762374
Schelowat 1,5,49.178653,-121.833077
Chehalis 5,500,49.295807,-121.912403
Stullawheets 8,76,49.46995,-121.426208
Douglas 8,66,49.763969,-122.145054
Peters 1,,49.303777,-121.653698
Popkum 1,0,49.207188,-121.720287
Skookumchuck 4,30,49.943384,-122.411756
Bucktum 4,5,49.911072,-121.447457
Tipella 7,0,49.774202,-122.221655
Boothroyd 13,0,49.988621,-121.492087
Ruby Creek 2,19,49.356273,-121.608897
Paqulh,0,50.121925,-122.527772
Langley 2,332,49.188307,-122.417954
Q'alatk�7em,50,50.051732,-122.539426
Albert Flat 5,41,49.519102,-121.422856
Upper Sumas 6,232,49.051175,-122.191843
Matsqui Main 2,119,49.10833,-122.351411
Holachten 8,330,49.204567,-122.023676
Lakahahmen 11,170,49.183814,-122.077073
Skweahm 10,228,49.17214,-122.088259
Squawkum Creek 3,130,49.244076,-122.000892
Sachteen,5,49.986503,-122.450307
Skowkale,983,49.136929,-121.941442
Squiaala,158,49.156445,-121.978678
Langley,132603,49.096666,-122.573799
Langley,28963,49.099417,-122.658322
Surrey,568322,49.108054,-122.797133
White Rock,21939,49.023294,-122.810139
Delta,108455,49.091283,-122.965104
Richmond,209937,49.168124,-123.167522
Metro Vancouver A,18612,49.452297,-123.145161
Vancouver,662248,49.254333,-123.111208
Burnaby,249125,49.246785,-122.965551
New Westminster,78916,49.207781,-122.918791
Coquitlam,148625,49.325683,-122.772071
Belcarra,687,49.340428,-122.884138
Anmore,2356,49.351885,-122.865988
Port Coquitlam,61498,49.253341,-122.76407
Port Moody,33535,49.289901,-122.87163
North Vancouver,88168,49.361935,-123.002875
North Vancouver,58120,49.315331,-123.072195
West Vancouver,44122,49.363312,-123.18996
Bowen Island,4256,49.368603,-123.35503
Lions Bay,1390,49.461001,-123.237816
Pitt Meadows,19146,49.267951,-122.660474
Maple Ridge,90990,49.245859,-122.522257
Semiahmoo,71,49.012028,-122.763839
Tsawwassen,2256,49.0459,-123.095487
Musqueam 2,1646,49.228499,-123.20554
Coquitlam 2,0,49.247362,-122.792732
Coquitlam 1,55,49.230304,-122.805335
Burrard Inlet 3,2373,49.310393,-122.981059
Mission 1,570,49.315269,-123.087275
Capilano 5,2899,49.321826,-123.126025
Barnston Island 3,,49.18855,-122.695375
Musqueam 4,10,49.066807,-123.125026
Seymour Creek 2,105,49.307573,-123.024968
Katzie 2,26,49.194299,-122.652896
McMillan Island 6,96,49.17362,-122.561675
Matsqui 4,456,49.005298,-122.474761
Katzie 1,244,49.20391,-122.673347
Whonnock 1,5,49.175904,-122.460442
North Saanich,12235,48.683293,-123.427237
Sidney,12318,48.654254,-123.405629
Central Saanich,17385,48.582971,-123.420539
Saanich,117735,48.49538,-123.387421
Saltspring Island,11635,48.829019,-123.489508
Southern Gulf Islands,6101,48.799833,-123.305284
Oak Bay,17990,48.431336,-123.308169
Victoria,91867,48.428482,-123.357479
Esquimalt,17533,48.429614,-123.413729
Colwood,18961,48.429377,-123.482614
Metchosin,5067,48.372733,-123.559087
Langford,46584,48.453329,-123.529895
View Royal,11575,48.479065,-123.476343
Highlands,2482,48.523774,-123.497456
Sooke,15086,48.394995,-123.701718
Juan de Fuca (Part 1),5132,48.425375,-123.237664
Juan de Fuca (Part 2),399,48.470565,-124.146324
Cole Bay 3,266,48.62212,-123.453679
Union Bay 4,109,48.664623,-123.449008
East Saanich 2,1790,48.587184,-123.391365
South Saanich 1,712,48.58718,-123.452171
Galiano Island 9,0,49.007006,-123.584236
Becher Bay 1,221,48.344933,-123.596874
Esquimalt,120,48.445205,-123.430755
New Songhees 1A,1839,48.444586,-123.423414
Gordon River 2,79,48.576484,-124.404398
T'Sou-ke,230,48.363165,-123.747314
North Cowichan,31990,48.84456,-123.704669
Duncan,5047,48.776117,-123.689224
Cowichan Valley D,3530,48.724929,-123.577573
Cowichan Valley G,2442,49.047167,-123.62706
Lake Cowichan,3325,48.826102,-124.045878
Cowichan Valley H,2603,49.007639,-123.938042
Ladysmith,8990,48.978467,-123.806552
Cowichan Valley F,1804,48.81657,-124.443162
Cowichan Valley I,1423,48.938421,-124.288447
Cowichan Valley A,4949,48.639264,-123.54388
Cowichan Valley B,8994,48.652587,-123.708561
Cowichan Valley C,5046,48.701728,-123.559063
Cowichan Valley E,4253,48.726409,-123.858714
Halalt 2,156,48.874031,-123.691841
Squaw-Hay-One 11,29,48.901445,-123.694996
Tsussie 6,82,48.883461,-123.676112
